49;Une « URL » est l'adresse d'un site internet;VRAI;image-i14.png;medium
50;La page d'accueil internet peut être changée;VRAI;image-i15.png;medium
51;Il est possible d'avoir la même adresse mail que son voisin;FAUX;image-i16.png;medium
52;Au démarrage de l'ordinateur, on peut lancer automatiquement des programmes;VRAI;image-i17.png;medium
53;Windows Update sert à mettre à jour son système d'exploitation;VRAI;image-i18.png;medium
54;L'acronyme « FAI » signifie Fournisseur d'Accès Internet;VRAI;image-i19.png;medium
55;Apple est un système d'exploitation;FAUX;image-i20.png;medium
56;Supprimer le raccourci d'un programme efface aussi le programme de l'ordinateur;FAUX;image-i21.png;medium
57;Le Bluetooth permet l'échange de données à très courte distance;VRAI;image-i22.png;medium
58;iTunes est une boutique en ligne d'Apple;VRAI;image-i23.png;medium
59;Le Cloud est un système pour accrocher son smartphone ou sa tablette au mur;FAUX;image-i24.png;medium
60;Jack Zubertberg est le fondateur du réseau social Facebook;FAUX;image-i25.png;medium
61;Le logo de l'application Periscope est un petit fantôme blanc sur fond jaune;FAUX;image-i26.png;medium
62;La phrase « OK Siri » permet de déclencher l'application de commande vocale d'Apple;FAUX;image-i27.png;medium
63;Le format d'image JPEG permet de fournir un fond transparent à son image ;FAUX;image-i28.png;medium
64;Whatsapp est une application de messagerie instantanée;VRAI;image-i29.png;medium
65;Aucune intelligence artificielle n'a réussi à battre le meilleur joueur d'échecs humain;FAUX;image-i30.png;medium
66;Les deux sites les plus visités au monde sont Google et Youtube;VRAI;image-i31.png;medium
67;Le fait de tricher dans un jeu vidéo est aussi appelé « cheat »;VRAI;image-i32.png;medium
68;Avant Facebook, le réseau social qui dominait était MyFace;FAUX;image-i33.png;medium
69;WordPress est un logiciel de traitement de texte;FAUX;image-i34.png;medium
70;MOOC est un type de formation à distance ouvert à tous;VRAI;image-i35.png;medium
71;Les unités de stockages suivantes sont-elles classées dans l'ordre : To, Mo, Ko, Go;FAUX;image-i36.png;medium
72;Google Trends est un outil permettant de connaître la fréquence à laquelle un terme a été tapé dans le moteur de recherche google;VRAI;image-i37.png;medium
73;Un « dogfie » est l'appellation d'une photo prise avec son chien;FAUX;image-i38.png;medium
74;Internet était à l'origine une invention militaire;VRAI;image-d1.png;hard
75;Bill Gates a inventé Linux;FAUX;image-d2.png;hard
76;GladOS est le système d'exploitation des smartphones Android;FAUX;image-d3.png;hard
77;Une souris a toujours eu au minimum 2 boutons;FAUX;image-d4.png;hard
78;Le nom « Google » provient d'une expression française;FAUX;image-d5.png;hard
79;Java est un langage de programmation;VRAI;image-d6.png;hard
80;Un bug informatique mondial s'est produit au passage de l'an 2000;VRAI;image-d7.png;hard
81;Un « Cheval de Troie » est un programme malveillant dissimulé;VRAI;image-d8.png;hard
82;Le WiFi est une invention brevetée;VRAI;image-d9.png;hard
83;WaterFox est un navigateur internet;VRAI;image-d10.png;hard
84;Les smartphones possèdent un processeur;VRAI;image-d11.png;hard
85;La RAM est la mémoire du disque dur;FAUX;image-d12.png;hard
86;La touche « F2 » permet de renommer des fichiers;VRAI;image-d13.png;hard
87;Le raccourci « ALT + F4 » imprime l'écran actuel;FAUX;image-d14.png;hard
88;Formater un ordinateur permet de créer un point de sauvegarde;FAUX;image-d15.png;hard
89;Dans le jeu original Tetris, il existe 7 formes différentes;VRAI;image-d16.png;hard
90;La version de Windows qui précède Windows XP est Windows 98;VRAI;image-d17.png;hard
91;Le jeu vidéo populaire Candy Crush Saga a été développé par King;VRAI;image-d18.png;hard
92;L'application mobile de navigation GPS Waze a été rachetée par Microsoft;FAUX;image-d19.png;hard
93;En 3 jours, l'intelligence artificielle de Google a appris le jeu de Go et écrasé la machine qui a détrôné l'Homme;VRAI;image-d20.png;hard
94;La vidéo la plus consultée sur YouTube a dépassé les 5 milliards de vues;VRAI;image-d21.png;hard
95;L'abréviation WWW est l'acronyme de « World Wild Web»;FAUX;image-d22.png;hard
96;Sur un navigateur internet, l'erreur 404 signifie que la page recherchée est introuvable;VRAI;image-d23.png;hard
97;Le « Fishing » est une technique frauduleuse utilisée par les pirates informatiques pour récupérer des informations;FAUX;image-d24.png;hard
98;En plus des versions Android Lollipop et Kitkat, il existe aussi la version Oreo;VRAI;image-d25.png;hard
99;Généralement, une page internet est composée de HTML et CSS;VRAI;image-d26.png;hard
100;Moodle est une application de partage de vidéos;FAUX;image-d27.png;hard
101;Facebook est apparu en 2003;FAUX;image-d28.png;hard
102;Dans le jeu Angry Birds, les cochons sont de couleur rose;FAUX;image-d29.png;hard
103;Les requêtes SKL permettent d'échanger avec une base de données;FAUX;image-d30.png;hard
104;La définition de Licorne dans l'univers des startups correspond à une société valorisée à 1 milliard de dollars sans être en bourse;VRAI;image-d31.png;hard
105;Les créateurs de Google sont Larry Page et Sergueï Brin;VRAI;image-d32.png;hard
106;L'open source est le qualificatif associé à un logiciel libre de distribution et de modification du code;VRAI;image-d33.png;hard
107;L'adresse MAC est l'autre nom donné à l'adresse du site Apple;FAUX;image-d34.png;hard
108;Didapage est un logiciel permettant à l'utilisateur de créer des livres virtuels;VRAI;image-d35.png;hard
109;L'iBeacon est une monnaie virtuelle;FAUX;image-d36.png;hard
110;Un CMS est un système de gestion de contenu destinés à la conception et à la mise à jour dynamique de sites Web;VRAI;image-d37.png;hard
